date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2019-08-23,1179899405.5957806,-322492201.7259849,11853363.27757803,-8744104.161553688,42045821.55588539,0.0,0.0,902562284.5417055,2184742441.437291,-1282180156.8955855
2019-08-30,1177759682.9932811,-263366840.61927435,12846994.047104042,-8124259.970719195,42974632.868014,0.0,0.0,962090209.3184055,2180166796.2010813,-1218076586.8826756
2019-09-06,702335566.5945414,-89451560.29059069,13689858.33251504,-8439959.03010869,-867705.3047517106,0.0,0.0,617266200.3016053,1349190187.9469786,-731923987.6453732
2019-09-13,1277601608.504737,-43354829.80953574,13414213.866391102,-8585860.500086822,40149091.08690695,0.0,0.0,1279224223.1484125,2313206606.179055,-1033982383.0306427
2019-09-20,1298217713.1903725,-150073756.57100365,13283624.718617387,-8881022.145022871,43810563.04892979,0.0,0.0,1196357122.241893,2352501522.5000696,-1156144400.2581766
2019-09-27,1289055375.4744487,-197669627.2878312,12471106.099380262,-7759411.216227008,46802313.17010193,0.0,0.0,1142899756.2398725,2333741152.7764196,-1190841396.5365472
2019-10-04,602039154.1346236,-144337660.696824,11609621.054742344,-6165051.99614908,-8212647.391453003,0.0,0.0,454933415.1049399,1257515046.9347935,-802581631.8298535
2019-10-11,1133296384.0125418,126440699.44166581,13495856.643081412,-5474681.979887273,52458285.2129062,0.0,0.0,1320216543.330308,2092293583.432519,-772077040.102211
2019-10-18,1301510745.8729675,166460424.90475002,14831442.893655209,-5493464.49076366,55342488.76109505,0.0,0.0,1532651637.9417043,2356551667.4613886,-823900029.5196843
2019-10-25,1250494639.1608348,415329008.87899053,16710429.523888871,-6718247.22142646,53387096.52503482,0.0,0.0,1729202926.8673227,2262403487.8347616,-533200560.96743894
2019-11-01,143865372.22217387,333733168.16782165,15621079.162753249,-6286858.310614097,-35370601.31003472,0.0,0.0,451562159.93209994,214834669.5979681,236727490.33413184
2019-11-08,1274964630.8633828,323534147.7818313,15750134.17818326,-6298674.204352768,30020159.304114904,0.0,0.0,1637970397.9231594,2308383480.236869,-670413082.3137095
2019-11-15,1252346158.2307332,439001647.0430431,19120384.596499033,-5768399.458221484,53875944.58404987,0.0,0.0,1758575734.9961038,2264989856.7208033,-506414121.7246995
2019-11-22,1188141466.874592,609129500.0520142,19747613.9054699,-5517971.170851825,54022599.00175438,0.0,0.0,1865523208.6629786,2198946629.0900507,-333423420.42707205
2019-11-29,1176853466.3630908,453296445.5889282,21098592.969706666,-6351386.389223003,52954465.992806494,0.0,0.0,1697851584.525309,2177490645.6111193,-479639061.0858102
2019-12-06,1183568121.4471369,710236845.6808158,22924885.45775621,-4772647.420251625,17109682.065527137,0.0,0.0,1929066887.2309844,2192365471.590472,-263298584.35948777
2019-12-13,1153319410.280389,839768616.4589025,23938358.773881193,-6350593.618707256,51857002.10031766,0.0,0.0,2062532793.9947834,2131593920.7074232,-69061126.71263981
2019-12-20,1121233621.9190662,1366807360.2780743,27997249.717835166,-6590481.07260411,49141451.132489,0.0,0.0,2558589201.9748607,2068299586.4393625,490289615.53549814
2019-12-27,1105637623.7802649,1257138870.6645384,28123178.62869348,-7381342.392177331,46841421.01482314,0.0,0.0,2430359751.6961427,2038785453.6823568,391574298.01378584
2020-01-03,631334078.385948,1128767411.4916434,27488201.922781512,-9587696.976253575,40041544.51392365,0.0,0.0,1818043539.338043,959871084.4218054,858172454.9162376
2020-01-10,2711.5336492816864,1004231846.7697148,24175260.483689874,-10445038.84824449,71264240.76121685,0.0,0.0,1089229020.7000263,4408.212628364563,1089224612.487398
2020-01-17,1119179706.5713134,978713583.0552386,22962070.412160926,-10807055.451940494,49026571.83862048,0.0,0.0,2159074876.425393,2063185852.0319662,95889024.3934269
2020-01-24,1026972691.1119233,907664488.0630827,22211038.44580298,-10012781.349224389,50551777.78274745,0.0,0.0,1997387214.054332,1885068694.0473223,112318520.00700974
2020-01-31,1049206959.5266137,692136415.2496815,20336796.045784693,-8558603.10500855,54682543.881424725,0.0,0.0,1807804111.598496,1929164545.1389513,-121360433.54045534
2020-02-07,1903.6231443066079,856036711.3500513,21104369.471559066,-8489941.943297451,84614689.51445036,0.0,0.0,953267732.0159074,3412.9116926193237,953264319.1042148
2020-02-14,962903231.5593977,815005580.2998196,21181616.4860742,-8593902.476706069,51431704.28897456,0.0,0.0,1841928230.1575599,1762400408.630724,79527821.52683592
2020-02-21,713705430.3205643,671064707.9014205,20154013.49863371,-11769684.33721065,53675516.8798537,0.0,0.0,1446829984.2632616,1084681679.2563457,362148305.0069158
2020-02-28,1053597737.7454495,11236719.886532448,12161752.652312212,-7280121.936674166,116496936.09214549,0.0,0.0,1186213024.4397655,1938296712.7937422,-752083688.3539767
2020-03-06,3164.9720353428675,157149059.64721543,11320056.821513647,-12499060.478565974,89190298.10760303,0.0,0.0,245163519.0698015,5676.466444969177,245157842.60335654
2020-03-13,697334263.9762697,-527673928.74606454,-6871467.518903016,-6942148.318008167,117638769.30101466,0.0,0.0,273485488.69430864,1063507908.6931877,-790022419.9988791
2020-03-20,426159609.64819765,-1060481743.5053133,-27205145.550573148,-8579393.514688676,114786369.03430998,0.0,0.0,-555320303.8880675,722909568.7897444,-1278229872.6778119
2020-03-27,420737420.6613356,-739490735.5723121,-19670468.855635375,-17848775.454664987,113222072.5506831,0.0,0.0,-243050486.67059386,713045269.4175854,-956095756.0881792
2020-04-03,636852548.2882055,-938680837.4110235,-20706170.48508772,-17669878.087934304,115323860.06609175,0.0,0.0,-224880477.62974826,966027409.4330072,-1190907887.0627556
2020-04-10,2683.6099220941983,-484565755.8506229,-12823431.255436039,-23050923.482537378,71958405.56719351,0.0,0.0,-448479021.4114807,4482.372654914856,-448483503.78413564
2020-04-17,650517667.2321371,-360982918.8568081,-8929715.801344018,-21234675.58919418,116839542.272333,0.0,0.0,376209899.2571237,989013158.4941406,-612803259.2370169
2020-04-24,626887509.908189,-436846612.07217515,-11482980.125826798,-22404429.004939333,113231847.3609319,0.0,0.0,269385336.06617963,950164543.1956654,-680779207.1294857
2020-05-01,1006869614.1236216,-419358705.30765504,-10312571.47424092,-20428849.306983534,120652569.54939121,0.0,0.0,677422057.5841334,1847404872.4052095,-1169982814.8210762
2020-05-08,487.44515388448656,-115674701.93558605,-8807649.624901071,-21840054.806228656,73522726.71320496,0.0,0.0,-72799192.20835693,457.4831085205078,-72799649.69146545
2020-05-15,238111405.77352318,-193530737.72755143,-10069962.746940661,-24839783.856061675,109467727.03459235,0.0,0.0,119138648.47756177,1003023564.98316,-883884916.5055983
2020-05-22,236719809.06971228,42904038.51724945,-5636891.52508855,-24020639.412042614,108411811.85406819,0.0,0.0,358378128.50389874,995395754.8770943,-637017626.3731955
2020-05-29,5798.405045560055,298633244.7501782,-403822.1924944038,-23345853.79599349,101201301.12597342,0.0,0.0,376090668.2927093,10343.187748908997,376080325.1049604
2020-06-05,5091.312701407666,415471590.53296375,4531145.292581848,-20126806.25959138,95936414.52090845,0.0,0.0,495817435.399564,9103.499897956848,495808331.8996661
2020-06-12,5167.739028042133,134997609.50456375,1016448.1587277596,-21470489.7664862,92485128.23251504,0.0,0.0,207033863.8683484,8979.614831924438,207024884.25351647
2020-06-19,4738.943444747126,126136362.12616615,213109.58216242073,-19426082.853895273,88681897.39723232,0.0,0.0,195610025.19511038,8438.614356994629,195601586.5807534
2020-06-26,4630.879215616613,9871313.57535457,-1550659.2752244333,-20028565.79043563,88774787.32771021,0.0,0.0,77071506.71662033,8222.077299118042,77063284.63932121
2020-07-03,421964958.2170628,132517888.26456752,-1786547.8595114048,-21686283.895446755,43908332.66073277,0.0,0.0,574918347.3874049,713002651.3393192,-138084303.9519143
2020-07-10,3759.5241533356484,227284528.2887553,-895694.1353701937,-20454014.745792493,74060447.94353776,0.0,0.0,279999026.8752837,6709.693605422974,279992317.1816783
2020-07-17,4089.8732925949826,318086902.5602433,999877.40679026,-20666924.677381564,89116977.20489071,0.0,0.0,387540922.3678353,7276.297317504883,387533646.0705178
2020-07-24,3592.6150673877264,250608598.22595888,2438127.5075605214,-24170332.53934118,90876831.43946509,0.0,0.0,319756817.2487107,6248.298597335815,319750568.95011336
2020-07-31,707809797.6425894,481741694.40003616,4201393.303283905,-26115325.571778007,119234911.54702207,0.0,0.0,1286872471.3211536,1072828893.6482277,214043577.67292595
2020-08-07,1560.3421724067543,716007782.4548254,5945098.780602643,-25619342.364235263,78284107.24797492,0.0,0.0,774619206.4613401,2464.025339126587,774616742.436001
2020-08-14,-21.173220060323125,834253296.9593664,6199875.135060384,-23191389.277029265,73742698.70945501,0.0,0.0,891004460.3536326,-35.72468662261963,891004496.0783192
2020-08-21,810.4481381069264,957640033.9048307,4495329.703459748,-21849183.874733087,74793727.80474448,0.0,0.0,1015080717.98644,1203.2021560668945,1015079514.7842839
2020-08-28,-322.47471172214625,969269758.3957111,4806411.66432898,-24204437.602721974,75087036.05353585,0.0,0.0,1024958446.0361421,-485.84742546081543,1024958931.8835676
2020-09-04,424345585.04214615,724267667.670268,4585297.163326572,-22760414.427813057,112513236.6567409,0.0,0.0,1242951372.1046686,717400475.3029423,525550896.80172634
2020-09-11,2452.582590172834,484351120.89852947,3467991.402813521,-22579854.154354945,82409967.5363984,0.0,0.0,547651678.2659765,4417.243184089661,547647261.0227925
2020-09-18,1485.0112284662139,558075684.2805485,3509725.6367850835,-21741982.452663478,79432890.36081435,0.0,0.0,619277802.8367128,2597.6022186279297,619275205.2344942
2020-09-25,1088.9109219325198,526578436.7871611,1173747.9873338994,-18917101.046826296,76978875.9398775,0.0,0.0,585815048.5784681,1725.1563205718994,585813323.4221475
2020-10-02,618975743.3003157,684642014.2061138,3984575.686032341,-20530752.603699792,46274357.26636567,0.0,0.0,1333345937.855128,939436004.1185398,393909933.73658824
2020-10-09,1665.9647377746746,861060981.5936432,5105249.3070917055,-21197730.493083023,71371787.28531535,0.0,0.0,916341953.6577051,2903.564076423645,916339050.0936286
2020-10-16,2629.2590754613375,832467088.4378759,4357296.329615245,-19469542.449098635,72300593.70896336,0.0,0.0,889658065.2864313,4255.41762638092,889653809.8688049
2020-10-23,2977.972253484986,723912501.6280916,4519835.453322363,-18861114.862385992,72447246.66012374,0.0,0.0,782021446.8514051,5166.22469997406,782016280.6267052
2020-10-30,1115502152.5803773,330835496.1409805,2576066.3997106017,-17485173.75624104,121630252.32186928,0.0,0.0,1553058793.6866968,2057311548.7675676,-504252755.08087087
