date,book,method,var
2019-04-04,payer_10y,Monte Carlo,252875125.246128
2019-04-04,payer_10y,PCA + GARCH,262085773.41532946
2019-04-11,unhedged,Delta-Normal,62929540.19685191
2019-04-11,unhedged,Monte Carlo,62787627.09202457
2019-04-11,unhedged,PCA + GARCH,63262270.92305437
2019-04-11,irs_recv_5y,Delta-Normal,15625643.986679299
2019-04-11,irs_recv_5y,Monte Carlo,15340308.993489267
2019-04-11,irs_recv_5y,PCA + GARCH,11308669.07605169
2019-04-11,irs_recv_10y,Delta-Normal,129418869.16155027
2019-04-11,irs_recv_10y,Monte Carlo,128489236.15963854
2019-04-11,irs_recv_10y,PCA + GARCH,128248427.09046167
2019-04-11,fwd_recv_2y5y,Delta-Normal,47615073.55357367
2019-04-11,fwd_recv_2y5y,Monte Carlo,47184199.95014917
2019-04-11,fwd_recv_2y5y,PCA + GARCH,44510235.52986152
2019-04-11,fwd_recv_5y5y,Delta-Normal,78268404.55534573
2019-04-11,fwd_recv_5y5y,Monte Carlo,77252630.77209416
2019-04-11,fwd_recv_5y5y,PCA + GARCH,75888349.30971643
2019-04-11,payer_5y,Delta-Normal,133025237.970552
2019-04-11,payer_5y,Monte Carlo,132625789.92476046
2019-04-11,payer_5y,PCA + GARCH,133076420.40015408
2019-04-11,payer_10y,Delta-Normal,251230624.40885034
2019-04-11,payer_10y,Monte Carlo,252419071.9791642
2019-04-11,payer_10y,PCA + GARCH,255926555.01969457
2019-04-18,unhedged,Delta-Normal,62934934.21265902
2019-04-18,unhedged,Monte Carlo,62589489.982896894
2019-04-18,unhedged,PCA + GARCH,65478419.44433444
2019-04-18,irs_recv_5y,Delta-Normal,15553098.667564737
2019-04-18,irs_recv_5y,Monte Carlo,15587499.635041127
2019-04-18,irs_recv_5y,PCA + GARCH,10488982.665101586
2019-04-18,irs_recv_10y,Delta-Normal,128945119.30506638
2019-04-18,irs_recv_10y,Monte Carlo,128720404.56741731
2019-04-18,irs_recv_10y,PCA + GARCH,130716229.11230539
2019-04-18,fwd_recv_2y5y,Delta-Normal,47430522.64050471
2019-04-18,fwd_recv_2y5y,Monte Carlo,47498086.26465518
2019-04-18,fwd_recv_2y5y,PCA + GARCH,45645526.98585157
2019-04-18,fwd_recv_5y5y,Delta-Normal,77833057.34371583
2019-04-18,fwd_recv_5y5y,Monte Carlo,76956597.4557213
2019-04-18,fwd_recv_5y5y,PCA + GARCH,75158402.63425717
2019-04-18,payer_5y,Delta-Normal,132964893.2233326
2019-04-18,payer_5y,Monte Carlo,132649372.30906108
2019-04-18,payer_5y,PCA + GARCH,138338572.48766974
2019-04-18,payer_10y,Delta-Normal,250781322.6408972
2019-04-18,payer_10y,Monte Carlo,251543552.35799113
2019-04-18,payer_10y,PCA + GARCH,262794278.83996665
2019-04-30,unhedged,Delta-Normal,62996100.64963833
2019-04-30,unhedged,Monte Carlo,63047212.07021698
2019-04-30,unhedged,PCA + GARCH,67744657.8424953
2019-04-30,irs_recv_5y,Delta-Normal,15517309.683313072
2019-04-30,irs_recv_5y,Monte Carlo,15456390.389120754
2019-04-30,irs_recv_5y,PCA + GARCH,10530917.36595777
2019-04-30,irs_recv_10y,Delta-Normal,129327589.53840892
2019-04-30,irs_recv_10y,Monte Carlo,127872580.24480161
2019-04-30,irs_recv_10y,PCA + GARCH,135111061.79780054
2019-04-30,fwd_recv_2y5y,Delta-Normal,47566103.2742774
2019-04-30,fwd_recv_2y5y,Monte Carlo,47547098.04743128
2019-04-30,fwd_recv_2y5y,PCA + GARCH,47204336.05218786
2019-04-30,fwd_recv_5y5y,Delta-Normal,78027227.8365164
2019-04-30,fwd_recv_5y5y,Monte Carlo,78109656.03550895
2019-04-30,fwd_recv_5y5y,PCA + GARCH,73854610.71181864
2019-04-30,payer_5y,Delta-Normal,133086155.64324275
2019-04-30,payer_5y,Monte Carlo,134242752.10504258
2019-04-30,payer_5y,PCA + GARCH,142663514.3818328
2019-04-30,payer_10y,Delta-Normal,251315616.8210349
2019-04-30,payer_10y,Monte Carlo,251360790.4711919
2019-04-30,payer_10y,PCA + GARCH,272179166.0426062
2019-05-08,unhedged,Delta-Normal,62894544.611204624
2019-05-08,unhedged,Monte Carlo,62669879.44561576
2019-05-08,unhedged,PCA + GARCH,60107794.80902509
2019-05-08,irs_recv_5y,Delta-Normal,15545365.76420757
2019-05-08,irs_recv_5y,Monte Carlo,15371667.66932633
2019-05-08,irs_recv_5y,PCA + GARCH,9365019.199876983
2019-05-08,irs_recv_10y,Delta-Normal,129809913.66142537
2019-05-08,irs_recv_10y,Monte Carlo,127518366.25023
2019-05-08,irs_recv_10y,PCA + GARCH,120776978.85408084
2019-05-08,fwd_recv_2y5y,Delta-Normal,47735832.42872199
2019-05-08,fwd_recv_2y5y,Monte Carlo,46560324.7974928
2019-05-08,fwd_recv_2y5y,PCA + GARCH,41870163.40935252
2019-05-08,fwd_recv_5y5y,Delta-Normal,78386456.28316548
2019-05-08,fwd_recv_5y5y,Monte Carlo,78085648.26233123
2019-05-08,fwd_recv_5y5y,PCA + GARCH,66295056.82320746
2019-05-08,payer_5y,Delta-Normal,132981998.95958723
2019-05-08,payer_5y,Monte Carlo,133076638.81136483
2019-05-08,payer_5y,PCA + GARCH,126610268.1752253
2019-05-08,payer_10y,Delta-Normal,251622090.253518
2019-05-08,payer_10y,Monte Carlo,251991646.29024926
2019-05-08,payer_10y,PCA + GARCH,241805473.8019371
2019-05-15,unhedged,Delta-Normal,62755440.29032099
2019-05-15,unhedged,Monte Carlo,62675813.675214306
2019-05-15,unhedged,PCA + GARCH,55492846.59691616
2019-05-15,irs_recv_5y,Delta-Normal,15587071.623077264
2019-05-15,irs_recv_5y,Monte Carlo,15449415.864796612
2019-05-15,irs_recv_5y,PCA + GARCH,8844730.66776564
2019-05-15,irs_recv_10y,Delta-Normal,130416785.94387436
2019-05-15,irs_recv_10y,Monte Carlo,128339848.26813683
2019-05-15,irs_recv_10y,PCA + GARCH,113462916.8534102
2019-05-15,fwd_recv_2y5y,Delta-Normal,47943433.37158742
2019-05-15,fwd_recv_2y5y,Monte Carlo,47425640.746134624
2019-05-15,fwd_recv_2y5y,PCA + GARCH,39624404.759369954
2019-05-15,fwd_recv_5y5y,Delta-Normal,78919623.41146049
2019-05-15,fwd_recv_5y5y,Monte Carlo,77485733.50939803
2019-05-15,fwd_recv_5y5y,PCA + GARCH,62092730.853061706
2019-05-15,payer_5y,Delta-Normal,132808026.69473886
2019-05-15,payer_5y,Monte Carlo,132808640.67536832
2019-05-15,payer_5y,PCA + GARCH,117214481.57597421
2019-05-15,payer_10y,Delta-Normal,251970169.21710235
2019-05-15,payer_10y,Monte Carlo,253273544.09171784
2019-05-15,payer_10y,PCA + GARCH,222732683.04736128
2019-05-22,unhedged,Delta-Normal,62645140.808972925
2019-05-22,unhedged,Monte Carlo,61663786.61681615
2019-05-22,unhedged,PCA + GARCH,53442965.02267648
2019-05-22,irs_recv_5y,Delta-Normal,15569158.315218233
2019-05-22,irs_recv_5y,Monte Carlo,15562396.10428016
2019-05-22,irs_recv_5y,PCA + GARCH,9230892.819025787
2019-05-22,irs_recv_10y,Delta-Normal,130184329.87911782
2019-05-22,irs_recv_10y,Monte Carlo,127246657.92963244
2019-05-22,irs_recv_10y,PCA + GARCH,107117635.63661298
2019-05-22,fwd_recv_2y5y,Delta-Normal,47893220.39545918
2019-05-22,fwd_recv_2y5y,Monte Carlo,47033127.24561303
2019-05-22,fwd_recv_2y5y,PCA + GARCH,37467641.03343192
2019-05-22,fwd_recv_5y5y,Delta-Normal,78762669.33751127
2019-05-22,fwd_recv_5y5y,Monte Carlo,78120009.45993777
2019-05-22,fwd_recv_5y5y,PCA + GARCH,61435280.09135486
2019-05-22,payer_5y,Delta-Normal,132600659.72042845
2019-05-22,payer_5y,Monte Carlo,129636124.89641118
2019-05-22,payer_5y,PCA + GARCH,112452538.12611385
2019-05-22,payer_10y,Delta-Normal,251521746.90793502
2019-05-22,payer_10y,Monte Carlo,248410122.67439553
2019-05-22,payer_10y,PCA + GARCH,215829428.75582764
2019-05-29,unhedged,Delta-Normal,62550045.47904953
2019-05-29,unhedged,Monte Carlo,62491692.38765011
2019-05-29,unhedged,PCA + GARCH,49790643.52003001
2019-05-29,irs_recv_5y,Delta-Normal,15615554.25990235
2019-05-29,irs_recv_5y,Monte Carlo,15655226.305850789
2019-05-29,irs_recv_5y,PCA + GARCH,9105041.8095054
2019-05-29,irs_recv_10y,Delta-Normal,131208180.04910052
2019-05-29,irs_recv_10y,Monte Carlo,130489821.32848598
2019-05-29,irs_recv_10y,PCA + GARCH,101621893.73220335
2019-05-29,fwd_recv_2y5y,Delta-Normal,48194338.37910778
2019-05-29,fwd_recv_2y5y,Monte Carlo,48179847.824277736
2019-05-29,fwd_recv_2y5y,PCA + GARCH,35675043.477589056
2019-05-29,fwd_recv_5y5y,Delta-Normal,79594819.33874033
2019-05-29,fwd_recv_5y5y,Monte Carlo,78768099.96701612
2019-05-29,fwd_recv_5y5y,PCA + GARCH,58822374.72924498
2019-05-29,payer_5y,Delta-Normal,132520693.33882578
2019-05-29,payer_5y,Monte Carlo,132246778.113885
2019-05-29,payer_5y,PCA + GARCH,105074754.80062999
2019-05-29,payer_10y,Delta-Normal,252388806.49994016
2019-05-29,payer_10y,Monte Carlo,254121944.0750056
2019-05-29,payer_10y,PCA + GARCH,202277740.66980073
2019-06-05,unhedged,Delta-Normal,62426450.074548446
2019-06-05,unhedged,Monte Carlo,62944184.1216647
2019-06-05,unhedged,PCA + GARCH,46019742.96632255
2019-06-05,irs_recv_5y,Delta-Normal,15704023.897351135
2019-06-05,irs_recv_5y,Monte Carlo,15611177.463496985
2019-06-05,irs_recv_5y,PCA + GARCH,8679545.72093453
2019-06-05,irs_recv_10y,Delta-Normal,132300027.56010005
2019-06-05,irs_recv_10y,Monte Carlo,129225230.85774332
2019-06-05,irs_recv_10y,PCA + GARCH,95199599.83977251
2019-06-05,fwd_recv_2y5y,Delta-Normal,48589423.09027621
2019-06-05,fwd_recv_2y5y,Monte Carlo,47942597.263181135
2019-06-05,fwd_recv_2y5y,PCA + GARCH,33599092.699153915
2019-06-05,fwd_recv_5y5y,Delta-Normal,80468202.36571285
2019-06-05,fwd_recv_5y5y,Monte Carlo,78358999.11775701
2019-06-05,fwd_recv_5y5y,PCA + GARCH,54646716.21291155
2019-06-05,payer_5y,Delta-Normal,132458718.15334404
2019-06-05,payer_5y,Monte Carlo,133972646.21719755
2019-06-05,payer_5y,PCA + GARCH,97532844.93087135
2019-06-05,payer_10y,Delta-Normal,253267384.64977905
2019-06-05,payer_10y,Monte Carlo,256475360.60164502
2019-06-05,payer_10y,PCA + GARCH,187489170.3311779
2019-06-12,unhedged,Delta-Normal,62458665.171237916
2019-06-12,unhedged,Monte Carlo,63019941.72941292
2019-06-12,unhedged,PCA + GARCH,52765766.87619431
2019-06-12,irs_recv_5y,Delta-Normal,15765337.128782658
2019-06-12,irs_recv_5y,Monte Carlo,15858101.680967141
2019-06-12,irs_recv_5y,PCA + GARCH,12014338.09226772
2019-06-12,irs_recv_10y,Delta-Normal,132414815.47240782
2019-06-12,irs_recv_10y,Monte Carlo,131863136.90666997
2019-06-12,irs_recv_10y,PCA + GARCH,111510537.68127885
2019-06-12,fwd_recv_2y5y,Delta-Normal,48603652.89625634
2019-06-12,fwd_recv_2y5y,Monte Carlo,47656246.154616855
2019-06-12,fwd_recv_2y5y,PCA + GARCH,39205245.65292442
2019-06-12,fwd_recv_5y5y,Delta-Normal,80692085.0356634
2019-06-12,fwd_recv_5y5y,Monte Carlo,79623159.49357614
2019-06-12,fwd_recv_5y5y,PCA + GARCH,73255410.99165952
2019-06-12,payer_5y,Delta-Normal,132577758.49715109
2019-06-12,payer_5y,Monte Carlo,133775928.27623624
2019-06-12,payer_5y,PCA + GARCH,111920038.96344912
2019-06-12,payer_10y,Delta-Normal,253393294.33560103
2019-06-12,payer_10y,Monte Carlo,255435586.67340097
2019-06-12,payer_10y,PCA + GARCH,216439345.35407466
2019-06-19,unhedged,Delta-Normal,62771348.905543484
2019-06-19,unhedged,Monte Carlo,62533222.3141957
2019-06-19,unhedged,PCA + GARCH,47447219.35713615
2019-06-19,irs_recv_5y,Delta-Normal,15880722.980244666
2019-06-19,irs_recv_5y,Monte Carlo,15744570.699920556
2019-06-19,irs_recv_5y,PCA + GARCH,11456914.088144476
2019-06-19,irs_recv_10y,Delta-Normal,133424261.00700733
2019-06-19,irs_recv_10y,Monte Carlo,132888296.38766186
2019-06-19,irs_recv_10y,PCA + GARCH,103331874.5825351
2019-06-19,fwd_recv_2y5y,Delta-Normal,48909035.40399819
2019-06-19,fwd_recv_2y5y,Monte Carlo,48573586.876878336
2019-06-19,fwd_recv_2y5y,PCA + GARCH,36465955.49954345
2019-06-19,fwd_recv_5y5y,Delta-Normal,81314438.49288715
2019-06-19,fwd_recv_5y5y,Monte Carlo,80354435.73184887
2019-06-19,fwd_recv_5y5y,PCA + GARCH,68651166.91999361
2019-06-19,payer_5y,Delta-Normal,133430098.18823513
2019-06-19,payer_5y,Monte Carlo,133409942.3573444
2019-06-19,payer_5y,PCA + GARCH,101134507.911201
2019-06-19,payer_10y,Delta-Normal,254961310.46989974
2019-06-19,payer_10y,Monte Carlo,253352713.2492537
2019-06-19,payer_10y,PCA + GARCH,192756640.34863997
2019-06-26,unhedged,Delta-Normal,62789076.53447246
2019-06-26,unhedged,Monte Carlo,62245185.190195754
2019-06-26,unhedged,PCA + GARCH,67468280.7730507
2019-06-26,irs_recv_5y,Delta-Normal,15872498.48944106
2019-06-26,irs_recv_5y,Monte Carlo,15607678.59423184
2019-06-26,irs_recv_5y,PCA + GARCH,16812482.13769707
2019-06-26,irs_recv_10y,Delta-Normal,133541379.1135439
2019-06-26,irs_recv_10y,Monte Carlo,130688661.49341902
2019-06-26,irs_recv_10y,PCA + GARCH,144759196.88896182
2019-06-26,fwd_recv_2y5y,Delta-Normal,48910393.510951824
2019-06-26,fwd_recv_2y5y,Monte Carlo,48140455.610823356
2019-06-26,fwd_recv_2y5y,PCA + GARCH,50848949.99202851
2019-06-26,fwd_recv_5y5y,Delta-Normal,81343976.16149448
2019-06-26,fwd_recv_5y5y,Monte Carlo,79755229.60735288
2019-06-26,fwd_recv_5y5y,PCA + GARCH,96865088.88467221
2019-06-26,payer_5y,Delta-Normal,133475062.69908856
2019-06-26,payer_5y,Monte Carlo,132166247.85047975
2019-06-26,payer_5y,PCA + GARCH,144363434.90093324
2019-06-26,payer_10y,Delta-Normal,255133239.35730988
2019-06-26,payer_10y,Monte Carlo,254985332.82575813
2019-06-26,payer_10y,PCA + GARCH,275722304.4365262
2019-07-03,unhedged,Delta-Normal,62730548.07501642
2019-07-03,unhedged,Monte Carlo,62790640.07751134
2019-07-03,unhedged,PCA + GARCH,64173646.1356756
2019-07-03,irs_recv_5y,Delta-Normal,16000152.213504476
2019-07-03,irs_recv_5y,Monte Carlo,15880240.346998788
2019-07-03,irs_recv_5y,PCA + GARCH,15143922.152600957
2019-07-03,irs_recv_10y,Delta-Normal,134997992.60675195
2019-07-03,irs_recv_10y,Monte Carlo,132701973.04417163
2019-07-03,irs_recv_10y,PCA + GARCH,139269102.61302742
2019-07-03,fwd_recv_2y5y,Delta-Normal,49425545.86828262
2019-07-03,fwd_recv_2y5y,Monte Carlo,48944877.96103225
2019-07-03,fwd_recv_2y5y,PCA + GARCH,48391956.614158146
2019-07-03,fwd_recv_5y5y,Delta-Normal,82448917.49948998
2019-07-03,fwd_recv_5y5y,Monte Carlo,81214036.21299842
2019-07-03,fwd_recv_5y5y,PCA + GARCH,90437198.76080461
2019-07-03,payer_5y,Delta-Normal,133613585.1787027
2019-07-03,payer_5y,Monte Carlo,134304594.18180135
2019-07-03,payer_5y,PCA + GARCH,136919859.14209402
2019-07-03,payer_10y,Delta-Normal,256504391.60196945
2019-07-03,payer_10y,Monte Carlo,259244400.7691978
2019-07-03,payer_10y,PCA + GARCH,262705980.24025658
2019-07-10,unhedged,Delta-Normal,62738248.15701965
2019-07-10,unhedged,Monte Carlo,62229077.56631655
2019-07-10,unhedged,PCA + GARCH,62070308.23497865
2019-07-10,irs_recv_5y,Delta-Normal,15881481.63945476
2019-07-10,irs_recv_5y,Monte Carlo,15852910.131336158
2019-07-10,irs_recv_5y,PCA + GARCH,15013517.983213153
2019-07-10,irs_recv_10y,Delta-Normal,134128813.55897982
2019-07-10,irs_recv_10y,Monte Carlo,135310398.37205154
2019-07-10,irs_recv_10y,PCA + GARCH,134571812.0401668
2019-07-10,fwd_recv_2y5y,Delta-Normal,49027489.66086482
2019-07-10,fwd_recv_2y5y,Monte Carlo,48877709.614932865
2019-07-10,fwd_recv_2y5y,PCA + GARCH,47293171.451958016
2019-07-10,fwd_recv_5y5y,Delta-Normal,81883381.4029904
2019-07-10,fwd_recv_5y5y,Monte Carlo,81128366.50378767
2019-07-10,fwd_recv_5y5y,PCA + GARCH,86452738.42332943
2019-07-10,payer_5y,Delta-Normal,133398152.68021525
2019-07-10,payer_5y,Monte Carlo,133036939.05387463
2019-07-10,payer_5y,PCA + GARCH,132018146.49644256
2019-07-10,payer_10y,Delta-Normal,255632104.62373385
2019-07-10,payer_10y,Monte Carlo,254395050.4236754
2019-07-10,payer_10y,PCA + GARCH,255732555.76099497
2019-07-17,unhedged,Delta-Normal,62791155.33440023
2019-07-17,unhedged,Monte Carlo,63402260.32689492
2019-07-17,unhedged,PCA + GARCH,67242649.22807467
2019-07-17,irs_recv_5y,Delta-Normal,15935331.044730708
2019-07-17,irs_recv_5y,Monte Carlo,15910009.077031923
2019-07-17,irs_recv_5y,PCA + GARCH,14837046.406402508
2019-07-17,irs_recv_10y,Delta-Normal,135210482.68840346
2019-07-17,irs_recv_10y,Monte Carlo,132999522.56609352
2019-07-17,irs_recv_10y,PCA + GARCH,141232762.00021252
2019-07-17,fwd_recv_2y5y,Delta-Normal,49429507.532248184
2019-07-17,fwd_recv_2y5y,Monte Carlo,48951170.05200906
2019-07-17,fwd_recv_2y5y,PCA + GARCH,49846336.31474218
2019-07-17,fwd_recv_5y5y,Delta-Normal,82726768.91707885
2019-07-17,fwd_recv_5y5y,Monte Carlo,81888769.14862506
2019-07-17,fwd_recv_5y5y,PCA + GARCH,89355564.29809107
2019-07-17,payer_5y,Delta-Normal,133604827.57585594
2019-07-17,payer_5y,Monte Carlo,135199692.81938934
2019-07-17,payer_5y,PCA + GARCH,142632887.93563333
2019-07-17,payer_10y,Delta-Normal,256832358.9117131
2019-07-17,payer_10y,Monte Carlo,262844500.9155473
2019-07-17,payer_10y,PCA + GARCH,275380520.8856086
2019-07-24,unhedged,Delta-Normal,62735803.0304198
2019-07-24,unhedged,Monte Carlo,62475898.30311472
2019-07-24,unhedged,PCA + GARCH,64838828.97580491
2019-07-24,irs_recv_5y,Delta-Normal,16007202.113332754
2019-07-24,irs_recv_5y,Monte Carlo,15911719.363995772
2019-07-24,irs_recv_5y,PCA + GARCH,14002825.5363098
2019-07-24,irs_recv_10y,Delta-Normal,136314454.11887956
2019-07-24,irs_recv_10y,Monte Carlo,134007935.37365302
2019-07-24,irs_recv_10y,PCA + GARCH,136536615.57999074
2019-07-24,fwd_recv_2y5y,Delta-Normal,49806889.80672227
2019-07-24,fwd_recv_2y5y,Monte Carlo,48387393.60885262
2019-07-24,fwd_recv_2y5y,PCA + GARCH,48077960.07478167
2019-07-24,fwd_recv_5y5y,Delta-Normal,83583277.09670605
2019-07-24,fwd_recv_5y5y,Monte Carlo,82257212.45255366
2019-07-24,fwd_recv_5y5y,PCA + GARCH,85193202.8404782
2019-07-24,payer_5y,Delta-Normal,133658732.66280735
2019-07-24,payer_5y,Monte Carlo,133207136.65427232
2019-07-24,payer_5y,PCA + GARCH,139084016.94475588
2019-07-24,payer_10y,Delta-Normal,257850307.1506238
2019-07-24,payer_10y,Monte Carlo,256090371.74541417
2019-07-24,payer_10y,PCA + GARCH,268493030.643606
2019-07-31,unhedged,Delta-Normal,62595840.932805784
2019-07-31,unhedged,Monte Carlo,62453051.30473741
2019-07-31,unhedged,PCA + GARCH,56354598.75485323
2019-07-31,irs_recv_5y,Delta-Normal,16024947.79534922
2019-07-31,irs_recv_5y,Monte Carlo,15884116.190903403
2019-07-31,irs_recv_5y,PCA + GARCH,14165819.25997551
2019-07-31,irs_recv_10y,Delta-Normal,136954759.3186428
2019-07-31,irs_recv_10y,Monte Carlo,135503212.96050677
2019-07-31,irs_recv_10y,PCA + GARCH,127068928.11208886
2019-07-31,fwd_recv_2y5y,Delta-Normal,49942535.338212796
2019-07-31,fwd_recv_2y5y,Monte Carlo,49712787.988129824
2019-07-31,fwd_recv_2y5y,PCA + GARCH,44607762.18202821
2019-07-31,fwd_recv_5y5y,Delta-Normal,84290007.66006929
2019-07-31,fwd_recv_5y5y,Monte Carlo,82960251.48026407
2019-07-31,fwd_recv_5y5y,PCA + GARCH,84849694.54229587
2019-07-31,payer_5y,Delta-Normal,133400268.30496347
2019-07-31,payer_5y,Monte Carlo,133024813.85854468
2019-07-31,payer_5y,PCA + GARCH,121008573.51448916
2019-07-31,payer_10y,Delta-Normal,258204509.09581992
2019-07-31,payer_10y,Monte Carlo,258484991.42130816
2019-07-31,payer_10y,PCA + GARCH,235483928.7957406
2019-08-07,unhedged,Delta-Normal,62635620.16308089
2019-08-07,unhedged,Monte Carlo,62804575.1358992
2019-08-07,unhedged,PCA + GARCH,59361377.175428435
2019-08-07,irs_recv_5y,Delta-Normal,16182333.039009972
2019-08-07,irs_recv_5y,Monte Carlo,15903895.329209682
2019-08-07,irs_recv_5y,PCA + GARCH,14286067.725010168
2019-08-07,irs_recv_10y,Delta-Normal,139686310.94895196
2019-08-07,irs_recv_10y,Monte Carlo,138874418.80238292
2019-08-07,irs_recv_10y,PCA + GARCH,134214884.19850023
2019-08-07,fwd_recv_2y5y,Delta-Normal,50707034.78566557
2019-08-07,fwd_recv_2y5y,Monte Carlo,50189405.912019834
2019-08-07,fwd_recv_2y5y,PCA + GARCH,46528698.281529084
2019-08-07,fwd_recv_5y5y,Delta-Normal,86472718.62794927
2019-08-07,fwd_recv_5y5y,Monte Carlo,86226042.27929536
2019-08-07,fwd_recv_5y5y,PCA + GARCH,87103600.82416166
2019-08-07,payer_5y,Delta-Normal,133733195.76450449
2019-08-07,payer_5y,Monte Carlo,133642191.85975003
2019-08-07,payer_5y,PCA + GARCH,126517142.27488737
2019-08-07,payer_10y,Delta-Normal,261066373.1383631
2019-08-07,payer_10y,Monte Carlo,260899622.9519725
2019-08-07,payer_10y,PCA + GARCH,249595197.1952224
2019-08-14,unhedged,Delta-Normal,62663512.69170255
2019-08-14,unhedged,Monte Carlo,62267646.494134925
2019-08-14,unhedged,PCA + GARCH,60693064.1559877
2019-08-14,irs_recv_5y,Delta-Normal,16229417.476985704
2019-08-14,irs_recv_5y,Monte Carlo,16266302.794942636
2019-08-14,irs_recv_5y,PCA + GARCH,14880412.354751198
2019-08-14,irs_recv_10y,Delta-Normal,141141687.3647427
2019-08-14,irs_recv_10y,Monte Carlo,139889128.07015404
2019-08-14,irs_recv_10y,PCA + GARCH,134762923.4517305
2019-08-14,fwd_recv_2y5y,Delta-Normal,51090926.780960456
2019-08-14,fwd_recv_2y5y,Monte Carlo,50022377.425966986
2019-08-14,fwd_recv_2y5y,PCA + GARCH,47807042.58984861
2019-08-14,fwd_recv_5y5y,Delta-Normal,87690253.75130413
2019-08-14,fwd_recv_5y5y,Monte Carlo,85113687.62874489
2019-08-14,fwd_recv_5y5y,PCA + GARCH,87327577.08393283
2019-08-14,payer_5y,Delta-Normal,133863237.83438739
2019-08-14,payer_5y,Monte Carlo,133326731.6371474
2019-08-14,payer_5y,PCA + GARCH,130376616.83635971
2019-08-14,payer_10y,Delta-Normal,262597742.44941196
2019-08-14,payer_10y,Monte Carlo,263391042.5176262
2019-08-14,payer_10y,PCA + GARCH,256637835.977272
2019-08-21,unhedged,Delta-Normal,63513204.037636496
2019-08-21,unhedged,Monte Carlo,63144951.94637825
2019-08-21,unhedged,PCA + GARCH,95330891.65517193
2019-08-21,irs_recv_5y,Delta-Normal,16246939.1987861
2019-08-21,irs_recv_5y,Monte Carlo,16137074.438699426
2019-08-21,irs_recv_5y,PCA + GARCH,20061887.3124301
2019-08-21,irs_recv_10y,Delta-Normal,143649739.0962739
2019-08-21,irs_recv_10y,Monte Carlo,142255410.11022475
2019-08-21,irs_recv_10y,PCA + GARCH,207426921.5588394
2019-08-21,fwd_recv_2y5y,Delta-Normal,51560968.33206436
2019-08-21,fwd_recv_2y5y,Monte Carlo,50980780.739947975
2019-08-21,fwd_recv_2y5y,PCA + GARCH,71699958.3182271
2019-08-21,fwd_recv_5y5y,Delta-Normal,89313184.3523659
2019-08-21,fwd_recv_5y5y,Monte Carlo,88425019.9157878
2019-08-21,fwd_recv_5y5y,PCA + GARCH,122732792.31570812
2019-08-21,payer_5y,Delta-Normal,135486579.30491504
2019-08-21,payer_5y,Monte Carlo,135195877.1498997
2019-08-21,payer_5y,PCA + GARCH,202839201.43624124
2019-08-21,payer_10y,Delta-Normal,266844027.79004553
2019-08-21,payer_10y,Monte Carlo,266087355.84207544
2019-08-21,payer_10y,PCA + GARCH,402307111.0730073
2019-08-28,unhedged,Delta-Normal,63762981.77086336
2019-08-28,unhedged,Monte Carlo,62862828.7372426
2019-08-28,unhedged,PCA + GARCH,91882806.85717252
2019-08-28,irs_recv_5y,Delta-Normal,16307867.051744014
